„ID“,NAME,CITY,COUNTRY,IATA,“ICAO“,LATITUDE,LONGTITUDE,“ALTITUDE“,“TIMEZONE“,“DST“,“TZ“
4303,"Les Ailerons","Enghien-moisselles","France","","LFFE",0,0,302,0,"E",\N
